tile_x,tile_y,panoid,lat,lon,is_third_party,is_official_panoid
75036,47441,H1PTL45TlyUosuHyYRobfw,44.4313311,26.0942157,0,1
75036,47441,tXy9D5-C_nlrdIhAiTcQgA,44.4312601,26.0937017,0,1
75036,47441,JK8cUecSi8_mBDE9HZpVAQ,44.4312141,26.0943411,0,1
75036,47441,0TWpltYVRP41kpwANccS7g,44.4300188,26.0948113,0,1
75036,47441,CclPlzVUF9TrrgDV7IlQgg,44.4299979,26.0949239,0,1
75036,47441,BduajVAAjj92Gj7lA7YalQ,44.4303992,26.0934853,0,1
75036,47441,5T396my3CKAoqeG38Mzj6A,44.4307147,26.0937007,0,1
75036,47441,9AIyMURnti_KjXqIOwTDEw,44.430061,26.0930384,0,1
75036,47441,cgNz85TG9hQ3b3Yr6G0-Cw,44.4299258,26.0945697,0,1
75036,47441,nV27oyZ2gHUtFLlkMGthPg,44.4309211,26.0927215,0,1
75036,47441,V-jR58I4KRIVCwLf_NC4bw,44.4307541,26.0931307,0,1
75036,47441,psaM18mxyMj9XP95ab892g,44.4301769,26.093015,0,1
75036,47441,iXhOAaMFIEgOex4zDswB6w,44.4304585,26.0951598,0,1
75036,47441,H_mbXkFJeo8BT6AEYrGxiA,44.4298746,26.0925364,0,1
75036,47441,J_NanbeKWnSb60aiBe7KuQ,44.4298582,26.0938565,0,1
75036,47441,3cfbnq7SkLPDvszEYbahwg,44.4305951,26.0932894,0,1
75036,47441,J1e_f5hkCuDLj-Uz346g7Q,44.4311103,26.0941427,0,1
75036,47441,fOWU4neuxhvEnirIs7Hx_g,44.4299602,26.0940648,0,1
75036,47441,W2MEdnEbYE36W6n0K91PMA,44.4307726,26.0939464,0,1
75036,47441,rMZpQsn_L9o4mnyG78Zpog,44.4300055,26.0925573,0,1
75036,47441,DKJ8lwpGtm1OG1F0ZNJ1Ig,44.4306555,26.0935752,0,1
75036,47441,8prsDU5fCUCPej9qTH2ywQ,44.429869,26.0926237,0,1
75036,47441,0F1tCX4gVvTVRT1U13F_qA,44.430391,26.0936174,0,1
75036,47441,1fiRmlF-qhh_0niNp4RKww,44.4306726,26.0949278,0,1
75036,47441,aL76aXiuBUxQgVB6iIoT9Q,44.4299846,26.0950596,0,1
75036,47441,HcTqokWHIbSwdkil9VUf_A,44.4298836,26.0939179,0,1
75036,47441,a0SLFy39f_MREBRlVg_UEQ,44.4307986,26.0940596,0,1
75036,47441,xDANj9hr_YT6GUSNWopBpA,44.4302122,26.0928969,0,1
75036,47441,HXJbfBEKYWJxxsVd5SoLEQ,44.4299003,26.0952223,0,1
75036,47441,ZvuGLsZc5PtSLaM0_Jo3wg,44.4312388,26.0938391,0,1
75036,47441,8Z5CLKJtUMrbfYfGoB8arA,44.4304277,26.0929683,0,1
75036,47441,FBZMqoOSe2EZ03wmyE99OQ,44.4301623,26.0931209,0,1
75036,47441,Mq22wS7TTl7lB3A4gfsrgg,44.4306568,26.0942314,0,1
75036,47441,h4L4Hu2QU-60Np6GJo2Stw,44.4308188,26.0947724,0,1
75036,47441,QObuaIHVMP6C1x86SOihSA,44.429998,26.0926781,0,1
75036,47441,epSwC_sugcFWxGt03Ydnaw,44.4309642,26.0948249,0,1
75036,47441,wzEcyayQDq-yjtzUvuBaeQ,44.4301018,26.0943287,0,1
75036,47441,hcwamRFF8AwR6hWXqhrcpA,44.4309639,26.0949318,0,1
75036,47441,N_NANMeV7aFCP6U0vgnnZA,44.430385,26.0929236,0,1
